Geneid	SRR9106183	SRR9106184	SRR9106185	SRR9106186	SRR9106187	SRR9106188	SRR9106189	SRR9106190	SRR9106191	SRR9106192	SRR9106193	SRR9106194	SRR9106195	SRR9106196	SRR9106197	SRR9106198	SRR9106199	SRR9106200	SRR9106201	SRR9106202	SRR9106203	SRR9106204	SRR9106205	SRR9106206	SRR9106207	SRR9106208	SRR9106209	SRR9106210	SRR9106211	SRR9106212	SRR9106213	SRR9106214	SRR9106215	SRR9106216	SRR9106217	SRR9106218	SRR9106219	SRR9106220	SRR9106221	SRR9106222	SRR9106223	SRR9106224	SRR9106225	SRR9106226	SRR9106227	SRR9106228	SRR9106229	SRR9106230	SRR9106231	SRR9106232	SRR9106233	SRR9106234	SRR9106235	SRR9106236	SRR9106237	SRR9106238	SRR9106239	SRR9106240	SRR9106241	SRR9106242	SRR9106243	SRR9106244	SRR9106245	SRR9106246	SRR9106247	SRR9106248	SRR9106249	SRR9106250	SRR9106251	SRR9106252	SRR9106253	SRR9106254	SRR9106255
TRINITY_DN14_c0_g1_i15.p1	33	22	23	20	22	18	26	9	7	14	17	15	6	3	6	1	1	0	0	0	0	1	0	0	2	0	234	197	185	113	107	92	127	107	31	68	69	93	13	29	35	27	34	13	1	0	0	3	0	1	1	3	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g1_i162.p1	16	17	20	21	12	18	9	12	20	12	16	21	8	13	15	7	8	1	22	32	18	28	30	37	14	28	33	35	32	20	72	62	76	69	25	11	17	17	2	34	33	17	16	12	0	2	1	1	2	0	0	0	1	0	0	0	0	4	3	6	2	2	4	3	5	2	9	13	10	13	14	10	5
TRINITY_DN14_c0_g1_i17.p1	35	38	50	37	43	49	25	55	67	44	52	54	31	10	9	5	4	1	5	1	9	5	2	3	4	1	14	6	8	11	21	18	33	12	9	29	25	12	5	97	85	78	70	38	7	3	2	5	6	4	5	12	9	6	5	4	7	0	0	0	1	0	1	0	0	1	0	1	1	2	1	2	3
TRINITY_DN14_c0_g1_i27.p2	8	3	7	15	11	6	3	2	7	6	7	2	2	6	3	5	2	0	5	0	7	2	6	2	5	2	14	8	11	5	17	7	10	5	4	25	10	16	4	10	9	19	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g1_i34.p1	4	1	3	3	5	1	2	1	1	2	4	2	0	3	0	2	1	0	2	2	3	0	1	0	2	0	23	32	39	18	21	8	30	33	10	33	22	25	6	20	10	16	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g1_i43.p1	1	2	3	1	2	2	2	2	0	0	1	0	1	73	93	59	78	7	19	9	7	14	10	9	17	1	24	18	15	10	2	8	6	6	2	120	129	123	7	38	33	39	25	12	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TRINITY_DN14_c0_g1_i44.p1	57	59	72	49	51	53	42	15	19	16	16	18	15	15	22	18	21	3	0	5	0	4	1	1	1	2	30	45	22	16	12	12	16	13	5	17	20	23	2	3	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
TRINITY_DN14_c0_g1_i60.p2	50	57	55	60	57	50	52	41	40	31	48	39	23	32	45	31	34	6	2	6	2	4	5	3	3	2	59	53	55	34	31	23	23	23	5	34	46	52	2	4	5	5	5	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	3	0	0	4	5	6	3	2	3	6	7
TRINITY_DN14_c0_g1_i62.p1	15	7	12	9	42	11	35	7	6	9	31	11	8	37	29	32	23	4	78	14	67	32	15	12	60	10	103	57	95	33	149	155	196	68	32	112	91	124	3	56	58	80	79	35	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	7	15	1	7	6	4	8	16	1	2	5	1	14	3
TRINITY_DN14_c0_g1_i69.p1	1	0	3	2	0	1	0	0	0	1	0	1	1	38	38	48	42	4	5	1	5	3	4	5	8	2	140	152	133	64	57	73	59	61	23	84	94	94	9	28	25	24	16	13	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g1_i75.p1	35	38	50	38	44	49	26	55	68	43	52	54	31	9	12	8	4	1	8	4	8	5	5	7	6	1	20	13	14	14	25	22	41	16	13	34	26	13	5	97	85	77	70	40	7	3	2	5	6	4	5	12	9	6	5	4	7	0	0	0	1	0	1	0	0	2	0	1	1	2	1	2	3
TRINITY_DN14_c0_g1_i8.p2	49	38	54	45	42	39	38	20	11	20	26	25	8	1	2	0	1	0	0	0	0	0	0	0	3	0	5	1	3	6	10	7	7	4	2	95	97	131	21	66	57	64	70	27	2	1	2	7	4	2	0	2	1	3	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRINITY_DN14_c0_g1_i80.p1	45	56	57	48	58	66	47	67	72	56	62	60	38	79	56	55	19	4	11	81	25	31	12	13	14	12	275	253	278	99	474	443	482	386	171	229	214	218	18	195	201	212	205	67	54	63	76	63	56	60	28	56	41	47	49	42	32	0	2	1	1	2	1	0	0	2	1	3	3	2	4	3	3
TRINITY_DN14_c0_g1_i85.p2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	11	7	0	3	0	3	1	1	2	3	1	117	123	108	56	54	64	52	55	19	37	37	35	3	19	20	17	11	8	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g1_i89.p1	34	36	48	36	38	46	19	54	64	43	51	51	27	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	3	1	4	5	0	21	13	9	3	83	69	64	57	31	7	3	2	3	6	4	5	12	9	5	4	4	7	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	2
TRINITY_DN14_c0_g2_i18.p2	20	15	14	12	10	15	12	15	17	26	21	16	5	7	8	9	11	0	2	2	1	0	3	3	1	4	228	223	239	122	112	119	105	125	42	143	113	104	14	11	19	9	9	3	1	2	6	1	2	2	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g2_i19.p3	4	5	9	10	4	4	5	7	12	11	6	10	5	215	145	156	221	11	24	18	25	29	24	29	23	16	14	22	16	5	13	12	16	23	6	199	254	193	19	45	45	85	94	27	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
TRINITY_DN14_c0_g2_i42.p2	10	16	7	12	7	9	8	4	7	6	3	6	2	944	914	863	858	86	207	218	235	223	219	237	237	124	6	6	7	6	6	6	5	12	0	864	814	935	120	336	314	358	306	166	0	0	3	0	3	2	2	1	0	1	0	1	0	1	2	1	3	0	0	4	1	0	2	4	3	4	3	3	2
TRINITY_DN14_c0_g2_i44.p1	1	1	0	2	0	4	2	1	2	3	0	4	1	1012	1002	903	930	91	308	329	344	351	327	356	345	193	4	5	10	6	1	5	1	6	0	845	811	886	111	388	370	378	357	190	0	1	5	1	6	3	3	2	0	2	2	1	0	1	3	1	4	1	0	4	2	0	5	8	8	9	3	8	4
TRINITY_DN14_c0_g2_i57.p2	15	14	15	13	13	17	13	13	18	21	21	14	8	30	30	33	36	1	14	11	16	22	16	15	14	11	12	9	11	6	7	8	8	8	8	1021	1109	1044	123	125	120	129	115	63	2	4	1	1	1	4	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0
TRINITY_DN14_c0_g2_i70.p2	0	3	0	0	1	2	3	2	2	1	2	2	0	5	0	0	1	0	0	0	0	1	0	0	0	1	6	3	4	2	4	3	1	3	2	37	32	26	4	5	6	7	8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRINITY_DN14_c0_g2_i72.p1	14	15	14	12	10	16	11	14	15	21	18	11	6	78	68	35	69	4	21	18	10	14	13	14	9	5	6	5	6	2	2	7	4	3	4	1029	1124	1069	122	144	130	163	136	75	5	5	1	1	3	6	4	2	0	2	0	2	0	1	0	4	0	1	1	1	0	1	4	4	2	2	2	0	0
TRINITY_DN14_c0_g2_i74.p3	1	2	0	1	0	3	1	0	3	2	0	2	1	924	900	845	840	86	205	215	233	220	217	234	232	123	5	5	7	4	0	6	1	5	0	845	798	915	118	335	313	352	304	165	0	0	3	0	3	2	2	1	0	1	0	1	0	1	2	1	3	0	0	4	1	0	2	4	3	4	3	3	2
TRINITY_DN14_c0_g2_i77.p2	1	1	1	0	0	3	0	1	1	0	2	2	0	2	1	1	4	0	0	0	0	0	0	0	0	0	318	305	309	182	106	119	107	108	46	45	32	33	4	5	6	4	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g2_i81.p3	4	6	8	10	2	4	3	8	11	14	5	10	4	205	202	264	195	16	35	27	21	20	24	32	21	13	14	22	12	2	11	14	13	19	5	238	227	253	23	65	66	122	117	41	3	2	1	0	2	4	3	1	0	1	0	3	0	1	0	4	0	1	1	1	0	1	5	4	1	2	2	0	0
TRINITY_DN14_c0_g2_i87.p1	0	5	0	1	1	4	4	2	2	1	2	2	0	10	2	4	4	1	0	0	0	1	0	2	0	1	13	9	10	3	5	6	4	4	5	1165	1234	1176	146	129	122	137	116	61	3	3	2	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRINITY_DN14_c0_g2_i95.p1	19	15	14	11	10	15	12	15	15	23	19	14	4	1	0	0	0	0	0	0	0	0	0	0	0	0	221	218	235	121	109	117	103	124	39	127	89	91	12	11	14	7	9	3	1	2	5	1	2	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g3_i1.p1	0	1	0	0	0	0	0	0	0	0	0	0	0	18	7	24	20	0	7	3	3	4	4	0	3	2	0	0	0	0	0	0	0	0	0	54	45	29	1	9	10	13	5	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g4_i4.p4	3	0	3	0	2	1	0	0	0	0	2	2	2	12	13	15	13	2	3	3	1	1	1	2	3	0	11	6	7	1	4	5	3	8	1	31	35	26	3	12	7	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g4_i7.p4	2	2	1	0	3	2	1	1	0	1	2	2	0	14	15	15	15	2	3	3	2	4	1	2	4	0	11	6	11	1	5	5	3	5	1	41	48	46	7	9	6	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c0_g5_i1.p1	0	1	0	0	0	0	0	0	0	0	0	0	0	18	7	24	20	0	7	3	3	4	4	0	3	2	0	0	0	0	0	0	0	0	0	54	45	29	1	9	10	13	5	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c10_g1_i1.p1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c10_g1_i24.p2	3	2	1	4	2	4	4	2	3	3	0	1	1	3	9	3	1	0	1	3	5	2	5	3	3	2	8	5	11	3	6	8	0	1	3	5	6	14	1	5	10	13	13	9	16	22	23	12	12	18	11	2	4	3	4	4	3	14	6	16	11	11	11	9	4	10	4	8	6	5	5	10	6
TRINITY_DN14_c133_g1_i1.p1	20	14	11	15	21	21	15	1	4	3	2	3	1	24	20	17	19	0	1	1	0	1	0	0	0	0	19	27	20	10	2	1	2	0	2	47	37	26	4	4	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i11.p6	3	2	4	0	3	2	0	0	0	0	0	0	0	20	20	13	13	0	0	0	0	0	0	0	0	0	7	2	4	4	0	0	0	0	0	36	24	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i12.p4	2	0	1	0	3	0	0	0	0	0	0	0	0	3	9	9	3	0	0	0	0	0	0	0	0	0	5	2	2	2	0	0	0	0	0	19	15	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i15.p5	1	2	2	0	2	0	1	0	0	0	0	0	0	21	16	19	15	2	0	0	0	0	0	0	0	0	8	3	6	4	0	0	0	0	0	36	22	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i17.p6	1	0	3	2	1	0	2	0	0	0	0	0	0	9	7	11	11	0	0	0	0	0	0	0	0	0	6	3	7	7	0	0	0	0	0	24	17	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i4.p4	2	0	3	2	1	2	2	0	0	0	0	0	0	13	12	11	9	1	0	0	0	0	0	0	0	0	7	5	8	7	0	0	1	0	0	36	25	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i5.p5	1	0	2	1	0	0	1	0	0	0	0	0	0	3	6	3	5	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	12	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i6.p5	4	4	2	0	7	2	2	0	0	0	0	0	0	21	25	17	17	0	0	0	0	0	0	0	0	0	5	5	2	3	0	0	0	0	0	58	37	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i8.p4	8	2	3	0	7	2	1	0	0	0	0	0	0	22	19	20	13	0	0	0	0	0	0	0	0	0	6	5	3	4	0	0	0	0	0	50	34	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c13_g1_i9.p5	1	3	1	0	3	1	0	0	0	0	0	0	0	15	10	12	7	0	0	0	0	0	0	0	0	0	3	1	2	2	0	0	0	0	0	28	17	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c140_g1_i1.p2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	4	3	0	0	0	0	0	1	0	0	0	9	15	9	2	7	2	5	6	1	1	7	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c16_g1_i2.p2	1	2	0	2	1	0	0	2	0	0	0	1	1	3	5	10	11	2	0	0	1	0	0	0	1	2	1	1	1	1	0	1	0	2	0	24	25	27	4	2	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c241_g1_i1.p2	2	2	1	4	2	1	2	0	0	0	2	0	0	3	1	1	4	0	0	0	0	0	0	0	0	0	2	0	4	1	1	1	1	0	1	5	3	4	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c35_g1_i2.p1	0	2	0	1	5	0	1	0	0	0	0	0	0	23	19	12	20	3	0	0	0	0	0	0	0	0	1	0	5	0	2	0	1	0	4	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g1_i1.p1	7	7	14	15	16	14	8	2	2	2	2	1	3	12	8	11	13	0	0	3	1	1	0	1	0	0	44	37	41	27	5	7	0	10	0	37	41	36	1	8	3	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g1_i14.p1	1	6	3	4	2	5	4	3	3	1	2	0	1	0	7	5	3	0	0	0	0	0	0	0	0	0	17	17	16	12	2	5	0	4	4	13	14	19	5	7	1	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g1_i5.p1	0	8	6	3	4	3	1	2	6	0	2	0	0	1	6	6	6	0	0	0	0	0	0	0	0	0	20	19	24	14	1	7	0	4	4	12	10	26	2	8	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g1_i8.p1	0	9	9	5	5	3	3	2	6	0	1	0	0	0	6	7	9	0	0	0	0	0	0	0	0	0	20	21	26	16	2	7	0	4	4	12	12	30	2	9	1	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g1_i9.p1	15	17	17	23	26	21	15	2	4	6	4	4	3	16	10	15	13	1	1	2	1	0	0	1	0	1	82	80	88	53	11	10	5	21	1	57	58	52	1	13	6	10	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g2_i8.p2	5	15	9	4	5	1	4	2	1	3	5	1	0	7	5	4	5	1	0	2	0	0	1	0	0	0	29	21	14	16	5	8	7	8	2	33	40	33	0	4	8	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g3_i1.p1	6	6	5	6	5	4	4	5	5	1	0	1	0	1	6	9	4	1	0	2	0	0	1	1	1	0	26	27	20	9	8	1	0	1	1	17	18	21	0	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g3_i3.p1	8	7	7	7	6	11	4	6	4	4	1	1	0	4	4	9	6	2	0	1	0	0	1	1	1	0	36	27	36	16	8	2	0	3	1	25	25	28	1	4	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g5_i1.p1	5	1	5	5	7	4	2	0	0	1	1	2	0	2	1	1	2	0	0	0	1	0	0	0	0	0	12	10	6	5	1	0	1	1	2	6	10	9	1	5	6	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c3_g5_i2.p1	0	3	3	2	5	3	0	1	1	0	1	0	0	1	1	1	2	0	0	0	1	1	1	1	0	0	8	7	8	6	0	3	1	0	0	5	2	9	0	6	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c4_g2_i1.p1	119	107	109	114	118	142	87	64	48	40	61	45	20	81	143	88	104	9	35	48	48	45	53	41	47	24	194	178	212	100	125	126	128	138	41	167	202	165	15	135	130	149	131	58	13	9	16	9	9	4	6	4	4	5	1	6	1	4	5	7	8	8	4	6	9	6	16	21	19	18	16	17	13
TRINITY_DN14_c4_g2_i3.p1	119	107	109	114	118	142	87	64	48	40	61	45	20	81	143	88	104	9	35	48	48	45	53	41	47	24	194	178	212	100	125	126	128	138	41	167	202	165	15	135	130	149	131	58	13	9	16	9	9	4	6	4	4	5	1	6	1	4	5	7	8	8	4	6	9	6	16	21	19	18	16	17	13
TRINITY_DN14_c4_g2_i6.p1	39	25	32	42	50	42	28	13	10	7	27	14	7	24	33	24	31	3	7	8	11	6	1	9	5	6	48	46	54	20	26	19	28	28	10	54	39	72	3	21	23	32	29	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	10	1	0	1
TRINITY_DN14_c6_g2_i3.p1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	24	26	23	1	4	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c71_g1_i1.p2	0	0	1	0	0	0	0	0	0	1	0	0	1	57	68	63	53	5	6	2	5	1	2	4	4	2	7	5	3	2	1	0	3	2	1	115	81	105	8	31	35	24	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c78_g1_i1.p2	2	1	4	1	2	2	1	0	1	1	0	0	1	10	14	24	6	1	2	1	1	1	2	2	2	0	7	15	8	3	9	10	4	3	0	34	24	23	2	2	5	10	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c81_g1_i1.p1	0	0	0	1	2	1	0	0	0	2	1	1	0	1	3	1	2	0	0	0	0	0	0	0	0	0	6	6	1	2	5	1	2	6	2	7	5	9	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c84_g1_i1.p1	10	27	10	15	6	14	12	2	2	0	4	2	0	14	16	24	10	0	0	0	0	0	0	0	0	0	22	19	18	9	1	4	7	1	0	24	27	18	1	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c97_g1_i2.p1	1	0	0	0	1	0	0	0	6	3	0	4	0	10	10	13	16	0	2	1	2	2	7	4	4	3	6	8	7	4	15	1	4	15	2	16	30	22	5	2	9	8	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i10.p1	2	2	1	3	1	5	0	0	0	1	1	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	3	3	1	0	2	2	0	2	0	11	10	8	0	3	2	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i16.p1	0	1	2	2	0	0	6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	1	2	1	1	2	3	0	2	5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i18.p1	1	0	1	0	6	2	4	0	2	1	1	0	1	0	3	1	0	0	1	0	1	0	0	0	0	0	8	1	4	4	4	8	3	3	1	5	2	1	0	8	7	5	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i23.p4	0	4	2	5	3	2	1	0	1	0	0	0	0	2	0	2	3	0	0	1	0	0	0	0	0	0	4	6	2	3	2	4	1	1	3	8	7	6	2	3	5	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i27.p4	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	6	2	0	7	0	0	0	0	0	3	1	1	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i33.p1	2	0	2	2	1	4	1	0	1	0	1	2	0	1	0	1	5	0	0	0	0	1	1	0	0	0	12	7	15	2	7	5	6	6	2	9	10	5	3	13	3	12	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN14_c9_g1_i59.p1	5	9	7	9	5	4	1	4	2	0	2	0	0	2	0	7	2	0	0	0	0	1	1	0	0	1	14	10	7	8	4	14	9	9	6	19	23	10	4	6	11	11	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1500_c0_g2_i3.p2	1	0	0	0	0	1	2	1	0	2	1	0	0	1	1	0	2	0	0	0	1	0	0	0	2	0	1	1	3	0	2	0	0	1	1	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN15034_c0_g1_i1.p1	1	0	1	2	0	5	0	1	0	1	3	1	0	0	3	0	4	0	0	2	2	2	0	1	3	0	2	2	3	4	1	0	1	4	0	1	3	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1503_c0_g1_i4.p3	1	1	0	4	5	0	1	1	0	0	0	0	0	3	4	1	7	0	1	1	0	0	1	0	0	0	3	2	1	1	0	0	0	0	0	8	6	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1503_c0_g1_i6.p4	2	0	1	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1504_c0_g1_i10.p4	1	3	0	1	3	2	4	0	2	0	0	0	0	1	1	1	3	0	1	0	0	0	0	0	0	0	2	1	3	3	1	0	1	0	0	4	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1504_c0_g1_i18.p1	4	2	2	3	6	5	2	0	0	0	2	0	0	6	3	4	7	1	1	0	0	0	0	0	0	0	4	2	5	2	0	1	0	1	0	18	13	14	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1504_c0_g1_i4.p1	1	3	1	1	3	2	4	0	2	0	0	0	0	1	1	1	3	0	1	0	0	0	0	0	0	0	2	1	3	3	1	0	1	1	0	4	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
